question_id,ctchat,m3d,med3dvlm,medevalkit,medgemma,merlin,radfm,vila_m3_vista3d
valid_476_a_1.nii.gz::2,1.00,0.00,0.33,1.00,1.00,0.00,1.00,1.00
valid_476_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66
valid_476_a_1.nii.gz::4,1.00,0.00,0.66,0.00,1.00,0.00,1.00,1.00
valid_476_a_1.nii.gz::5,1.00,0.33,0.33,1.00,1.00,0.66,1.00,1.00
valid_476_a_1.nii.gz::6,1.00,1.00,0.33,1.00,1.00,0.66,1.00,1.00
valid_477_a_1.nii.gz::0,0.00,0.00,0.33,1.00,1.00,0.00,0.00,1.00
valid_477_a_1.nii.gz::1,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00
valid_477_a_1.nii.gz::2,0.00,0.33,0.00,0.00,1.00,0.00,0.00,1.00
valid_477_a_1.nii.gz::3,0.66,0.66,1.00,1.00,1.00,0.33,0.00,1.00
valid_477_a_1.nii.gz::4,1.00,0.66,0.00,1.00,1.00,1.00,1.00,0.66
valid_477_a_1.nii.gz::5,0.00,1.00,0.33,1.00,0.00,1.00,0.00,1.00
valid_477_a_1.nii.gz::6,1.00,0.33,1.00,1.00,1.00,1.00,1.00,0.00
valid_477_a_1.nii.gz::7,1.00,0.66,0.00,0.33,0.33,0.66,0.00,0.00
valid_478_a_1.nii.gz::0,0.00,0.66,0.66,0.00,0.00,0.00,0.00,0.00
valid_478_a_1.nii.gz::1,0.00,0.00,1.00,1.00,1.00,0.33,0.00,1.00
valid_478_a_1.nii.gz::2,1.00,0.00,0.00,0.66,0.00,0.66,0.66,0.00
valid_478_a_1.nii.gz::3,1.00,0.00,1.00,0.66,1.00,0.33,1.00,0.00
valid_479_a_1.nii.gz::0,0.00,0.66,0.66,0.00,0.00,0.00,0.00,0.00
valid_479_a_1.nii.gz::1,1.00,0.33,0.66,1.00,1.00,0.00,1.00,1.00
valid_479_a_1.nii.gz::2,1.00,0.33,0.33,1.00,1.00,0.33,1.00,1.00
valid_479_a_1.nii.gz::3,1.00,1.00,0.33,1.00,1.00,1.00,0.00,0.00
valid_47_a_1.nii.gz::0,1.00,0.00,0.00,1.00,0.33,0.33,0.00,0.00
valid_47_a_1.nii.gz::1,0.33,0.33,0.33,0.00,0.00,0.66,0.00,0.00
valid_47_a_1.nii.gz::2,1.00,0.00,0.00,0.00,0.33,0.66,0.00,0.00
valid_47_a_1.nii.gz::3,1.00,0.00,0.00,1.00,0.00,0.33,1.00,0.00
valid_47_a_1.nii.gz::4,0.00,0.00,0.00,0.00,0.33,0.66,0.00,0.00
valid_47_a_1.nii.gz::5,1.00,0.33,0.33,1.00,1.00,0.33,1.00,1.00
valid_47_a_1.nii.gz::6,0.33,0.66,0.66,0.00,0.00,0.66,0.00,0.00
valid_47_a_1.nii.gz::7,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_480_a_1.nii.gz::0,1.00,0.33,0.33,0.00,1.00,0.33,0.00,0.00
valid_480_a_1.nii.gz::1,1.00,0.66,0.00,0.00,1.00,0.66,1.00,0.00
valid_480_a_1.nii.gz::2,0.00,0.33,0.66,1.00,0.66,0.33,0.00,0.00
valid_480_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_480_a_1.nii.gz::4,1.00,0.33,0.33,1.00,1.00,0.33,1.00,1.00
valid_481_a_1.nii.gz::0,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_481_a_1.nii.gz::1,0.00,0.00,0.66,0.00,0.00,0.33,0.00,0.66
valid_481_a_1.nii.gz::2,0.00,0.00,0.00,1.00,1.00,0.33,1.00,0.00
valid_481_a_1.nii.gz::3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.66
valid_481_a_1.nii.gz::4,0.00,0.00,0.33,1.00,0.33,0.33,0.00,0.00
valid_481_a_1.nii.gz::5,0.00,0.00,0.00,0.00,1.00,0.33,0.00,0.00
valid_482_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_482_a_1.nii.gz::1,0.00,0.33,0.66,0.00,0.00,0.33,0.00,0.00
valid_482_a_1.nii.gz::2,0.00,0.00,1.00,0.66,0.00,0.00,0.00,1.00
valid_482_a_1.nii.gz::3,0.00,0.00,0.00,0.33,1.00,0.00,0.00,0.00
valid_482_a_1.nii.gz::4,1.00,0.00,0.66,1.00,0.33,0.00,0.66,0.00
valid_482_b_1.nii.gz::0,0.00,0.33,0.66,0.00,0.33,0.00,1.00,0.00
valid_482_b_1.nii.gz::1,1.00,1.00,0.00,1.00,1.00,0.33,0.00,0.00
valid_482_b_1.nii.gz::2,0.00,0.66,0.66,0.33,0.33,0.66,0.00,0.00
valid_482_b_1.nii.gz::3,1.00,0.33,0.33,0.00,0.00,0.00,1.00,0.00
valid_482_b_1.nii.gz::4,1.00,0.66,0.00,1.00,0.66,0.33,0.66,1.00
valid_482_b_1.nii.gz::5,1.00,0.33,1.00,1.00,1.00,1.00,1.00,1.00
valid_482_c_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_482_c_1.nii.gz::1,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00
valid_482_c_1.nii.gz::2,0.00,0.00,0.66,0.00,0.66,0.33,0.00,0.00
valid_482_c_1.nii.gz::3,1.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_482_c_1.nii.gz::4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_482_c_1.nii.gz::5,0.33,0.00,0.66,0.00,0.33,0.33,0.00,0.33
valid_482_d_1.nii.gz::0,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.33
valid_482_d_1.nii.gz::1,0.00,0.00,0.66,0.33,0.33,0.00,0.00,0.00
valid_482_d_1.nii.gz::2,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00
valid_482_d_1.nii.gz::3,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00
valid_482_d_1.nii.gz::4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_482_d_1.nii.gz::5,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00
valid_482_d_1.nii.gz::6,0.00,0.00,0.33,0.00,0.00,0.33,1.00,1.00
valid_482_d_1.nii.gz::7,1.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_482_e_1.nii.gz::0,0.66,0.00,0.00,1.00,0.00,0.00,0.00,0.00
valid_482_e_1.nii.gz::1,0.00,0.00,0.33,1.00,1.00,0.33,1.00,0.00
valid_482_e_1.nii.gz::2,0.00,0.00,0.33,0.00,0.00,0.66,1.00,0.00
valid_482_e_1.nii.gz::3,1.00,0.33,0.33,1.00,1.00,0.00,1.00,1.00
valid_482_e_1.nii.gz::4,1.00,0.00,0.66,1.00,1.00,0.00,1.00,0.00
valid_482_e_1.nii.gz::5,1.00,0.66,0.66,0.00,0.00,0.33,0.00,0.00
valid_482_e_1.nii.gz::6,1.00,0.33,1.00,1.00,0.66,0.33,0.66,0.00
valid_482_f_1.nii.gz::0,1.00,0.00,1.00,0.33,0.00,0.00,0.00,0.00
valid_482_f_1.nii.gz::1,1.00,0.00,0.00,0.00,0.00,0.33,1.00,0.00
valid_482_f_1.nii.gz::2,0.00,0.00,0.66,1.00,1.00,1.00,1.00,0.00
valid_482_f_1.nii.gz::3,1.00,0.00,0.00,0.33,0.00,0.33,0.33,0.00
valid_482_f_1.nii.gz::4,0.00,0.00,0.66,0.00,1.00,0.00,0.00,0.00
valid_482_f_1.nii.gz::5,1.00,0.00,0.00,1.00,0.00,0.33,0.00,0.00
valid_482_f_1.nii.gz::6,1.00,0.33,0.33,1.00,1.00,0.66,1.00,1.00
valid_482_g_1.nii.gz::0,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00
valid_482_g_1.nii.gz::1,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_482_g_1.nii.gz::2,0.00,0.00,0.00,0.66,0.66,0.00,0.66,0.00
valid_482_g_1.nii.gz::3,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00
valid_482_g_1.nii.gz::4,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00
valid_482_g_1.nii.gz::5,1.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00
valid_482_g_1.nii.gz::6,0.66,0.33,0.33,0.33,0.66,0.33,0.00,0.00
valid_482_g_1.nii.gz::7,1.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00
valid_482_h_1.nii.gz::0,0.66,0.00,0.00,0.00,0.33,0.33,0.33,0.00
valid_482_h_1.nii.gz::1,0.00,0.66,0.00,0.00,0.00,0.33,0.33,0.66
valid_482_h_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_482_h_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_482_h_1.nii.gz::4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_482_h_1.nii.gz::5,1.00,0.33,0.33,0.00,0.00,0.66,1.00,0.00
valid_483_a_1.nii.gz::0,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00
valid_483_a_1.nii.gz::1,0.00,0.00,0.00,0.00,0.66,0.33,0.00,0.00
valid_483_a_1.nii.gz::2,1.00,0.33,0.33,1.00,1.00,1.00,1.00,1.00
valid_483_a_1.nii.gz::3,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.33
valid_483_a_1.nii.gz::4,0.00,0.00,1.00,0.00,0.00,0.66,0.00,0.00
valid_483_a_1.nii.gz::5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_484_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.66,0.00,1.00,0.00
valid_484_a_1.nii.gz::1,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
valid_484_b_1.nii.gz::0,0.00,,0.00,0.00,0.00,1.00,0.00,0.00
valid_484_b_1.nii.gz::1,1.00,0.33,0.33,1.00,0.00,0.66,0.00,1.00
valid_484_b_1.nii.gz::2,0.00,0.00,0.66,0.00,0.33,0.00,1.00,0.33
valid_484_b_1.nii.gz::3,1.00,0.66,0.00,1.00,1.00,0.00,1.00,1.00
valid_484_b_1.nii.gz::4,0.00,0.66,0.66,0.00,0.00,0.66,0.00,0.00
valid_485_a_1.nii.gz::0,1.00,0.00,0.33,1.00,1.00,0.33,1.00,1.00
valid_486_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_486_a_1.nii.gz::1,0.00,0.00,0.66,0.00,0.00,0.33,0.66,0.00
valid_486_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.66,0.00,1.00
valid_486_a_1.nii.gz::3,0.33,0.33,0.00,0.00,0.33,0.00,0.00,1.00
valid_486_a_1.nii.gz::4,1.00,0.66,0.00,0.00,0.00,0.00,1.00,0.00
valid_486_a_1.nii.gz::5,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00
valid_486_a_1.nii.gz::6,0.00,0.33,0.00,1.00,0.00,0.00,0.33,0.00
valid_486_a_1.nii.gz::7,1.00,0.33,0.33,1.00,1.00,0.33,0.00,0.00
valid_486_a_1.nii.gz::8,0.00,0.00,0.00,0.33,0.33,0.66,0.00,0.00
valid_486_a_1.nii.gz::9,1.00,0.33,0.66,0.00,1.00,0.33,0.66,1.00
valid_487_a_1.nii.gz::0,1.00,0.66,0.00,1.00,1.00,0.66,0.00,1.00
valid_487_a_1.nii.gz::1,0.33,0.33,0.00,0.00,0.00,0.33,1.00,1.00
valid_487_a_1.nii.gz::2,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_487_a_1.nii.gz::3,1.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00
valid_487_a_1.nii.gz::4,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00
valid_487_a_1.nii.gz::5,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
valid_487_a_1.nii.gz::6,0.00,0.00,0.33,0.00,0.00,0.33,0.33,0.00
valid_487_b_1.nii.gz::0,1.00,0.33,0.00,1.00,1.00,0.00,0.00,1.00
valid_487_b_1.nii.gz::1,0.00,1.00,0.66,1.00,1.00,0.33,1.00,0.00
valid_487_b_1.nii.gz::2,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_487_b_1.nii.gz::3,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.33
valid_487_b_1.nii.gz::4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_487_b_1.nii.gz::5,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00
valid_487_b_1.nii.gz::6,1.00,0.66,0.00,0.00,0.66,0.00,0.33,0.00
valid_487_b_1.nii.gz::7,1.00,0.33,0.33,1.00,1.00,1.00,1.00,1.00
valid_488_a_1.nii.gz::0,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00
valid_488_a_1.nii.gz::1,1.00,0.66,1.00,1.00,1.00,0.66,1.00,1.00
valid_489_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00
valid_489_a_1.nii.gz::1,0.00,0.33,0.33,0.00,1.00,0.33,0.00,0.00
valid_489_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_489_a_1.nii.gz::3,0.00,0.33,0.00,0.00,1.00,0.33,0.33,1.00
valid_489_a_1.nii.gz::4,1.00,1.00,1.00,1.00,1.00,0.66,1.00,0.00
valid_489_a_1.nii.gz::5,0.00,0.33,0.33,0.33,0.33,0.00,0.66,0.00
valid_489_a_1.nii.gz::6,0.00,0.66,0.00,0.00,0.00,0.00,0.33,0.00
valid_489_a_1.nii.gz::7,1.00,0.66,1.00,0.33,0.00,0.00,0.00,0.00
valid_489_a_1.nii.gz::8,1.00,1.00,0.66,1.00,1.00,0.33,1.00,1.00
valid_48_a_1.nii.gz::0,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_48_a_1.nii.gz::1,1.00,0.33,0.66,1.00,1.00,0.33,0.00,1.00
valid_48_a_1.nii.gz::2,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00
valid_48_a_1.nii.gz::3,1.00,0.33,0.00,0.00,0.00,0.66,0.00,0.00
valid_48_a_1.nii.gz::4,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_48_a_1.nii.gz::5,0.66,0.33,0.33,1.00,0.00,0.33,0.00,0.00
valid_48_a_1.nii.gz::6,1.00,0.33,0.33,0.00,0.00,0.66,0.00,0.00
valid_490_a_1.nii.gz::0,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00
valid_490_a_1.nii.gz::1,0.00,0.66,0.33,0.33,0.66,0.00,0.00,0.00
valid_490_a_1.nii.gz::2,0.00,1.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_490_a_1.nii.gz::3,0.00,0.33,0.66,0.00,1.00,0.00,0.00,1.00
valid_490_a_1.nii.gz::4,1.00,0.00,0.33,0.33,0.33,0.00,0.00,0.00
valid_491_a_1.nii.gz::0,1.00,1.00,0.00,1.00,1.00,0.33,1.00,1.00
valid_492_a_1.nii.gz::0,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_492_a_1.nii.gz::1,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00
valid_492_a_1.nii.gz::2,1.00,0.66,0.33,1.00,0.00,0.00,1.00,0.00
valid_492_a_1.nii.gz::3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_492_a_1.nii.gz::4,0.00,0.33,0.00,1.00,0.00,0.66,1.00,0.00
valid_492_a_1.nii.gz::5,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_492_a_1.nii.gz::6,1.00,0.33,0.33,1.00,1.00,0.66,1.00,1.00
valid_492_a_1.nii.gz::7,1.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_492_a_1.nii.gz::8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_492_b_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_492_b_1.nii.gz::1,0.00,0.33,1.00,0.00,0.00,0.00,0.00,0.00
valid_492_b_1.nii.gz::2,0.00,1.00,0.33,1.00,1.00,0.00,1.00,1.00
valid_492_b_1.nii.gz::3,0.00,0.66,0.66,0.00,0.00,0.00,0.00,0.00
valid_492_b_1.nii.gz::4,1.00,0.33,1.00,1.00,1.00,0.33,1.00,1.00
valid_493_a_1.nii.gz::0,0.00,1.00,0.00,0.00,0.00,0.66,0.66,0.00
valid_493_a_1.nii.gz::1,0.00,0.66,0.66,0.00,0.33,0.00,0.00,0.00
valid_493_a_1.nii.gz::2,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00
valid_493_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00
valid_493_a_1.nii.gz::4,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00
valid_493_a_1.nii.gz::5,0.00,0.00,0.00,1.00,0.00,0.33,1.00,0.33
valid_493_a_1.nii.gz::6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_493_a_1.nii.gz::7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_493_b_1.nii.gz::0,1.00,0.66,1.00,0.00,1.00,0.33,1.00,0.66
valid_493_b_1.nii.gz::1,1.00,0.33,0.33,1.00,1.00,1.00,1.00,0.00
valid_493_b_1.nii.gz::2,0.00,0.33,0.00,0.00,0.00,0.33,0.00,1.00
valid_493_b_1.nii.gz::3,1.00,0.33,0.33,1.00,1.00,0.33,0.33,0.00
valid_493_b_1.nii.gz::4,0.00,0.66,0.66,1.00,0.00,1.00,1.00,0.00
valid_493_b_1.nii.gz::5,0.33,0.33,0.33,1.00,0.00,0.00,1.00,1.00
valid_493_b_1.nii.gz::6,0.00,0.66,0.33,0.00,0.33,0.00,0.00,0.00
valid_493_c_1.nii.gz::0,1.00,0.33,0.33,0.00,1.00,0.33,1.00,0.00
valid_493_c_1.nii.gz::1,0.00,1.00,1.00,0.00,0.00,0.66,0.00,0.00
valid_493_c_1.nii.gz::2,1.00,0.00,0.33,0.33,0.33,0.00,1.00,0.33
valid_493_c_1.nii.gz::3,1.00,1.00,0.66,1.00,1.00,0.33,1.00,1.00
valid_494_a_1.nii.gz::0,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00
valid_494_a_1.nii.gz::1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33
valid_494_a_1.nii.gz::2,0.00,0.66,1.00,0.33,0.33,0.00,0.00,0.00
valid_494_a_1.nii.gz::3,1.00,0.00,0.00,1.00,1.00,0.33,1.00,1.00
valid_494_a_1.nii.gz::4,1.00,0.33,0.00,1.00,1.00,1.00,0.00,1.00
valid_494_a_1.nii.gz::5,1.00,0.00,0.33,1.00,1.00,1.00,0.00,1.00
valid_495_a_1.nii.gz::0,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.33
valid_495_a_1.nii.gz::1,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00
valid_495_a_1.nii.gz::2,1.00,0.33,0.00,1.00,1.00,0.00,1.00,1.00
valid_495_a_1.nii.gz::3,0.00,0.66,0.00,0.00,0.33,0.00,0.33,0.00
valid_495_a_1.nii.gz::4,0.00,0.33,0.33,1.00,1.00,0.00,0.00,1.00
valid_495_a_1.nii.gz::5,1.00,1.00,0.33,1.00,1.00,0.33,1.00,1.00
valid_495_a_1.nii.gz::6,0.66,1.00,0.66,0.66,0.00,0.66,0.00,0.00
valid_497_a_1.nii.gz::0,1.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00
valid_497_a_1.nii.gz::1,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00
valid_497_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_497_a_1.nii.gz::3,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_497_a_1.nii.gz::4,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00
valid_497_a_1.nii.gz::5,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00
valid_497_a_1.nii.gz::6,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
valid_498_a_1.nii.gz::0,1.00,0.00,0.33,1.00,0.00,0.00,0.00,0.00
valid_498_a_1.nii.gz::1,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00
valid_498_a_1.nii.gz::2,1.00,0.33,0.33,1.00,1.00,0.33,1.00,1.00
valid_499_a_1.nii.gz::0,1.00,0.66,0.00,0.66,0.00,1.00,0.00,0.00
valid_49_a_1.nii.gz::0,1.00,0.33,0.66,1.00,1.00,0.33,1.00,1.00
valid_49_a_1.nii.gz::1,0.00,0.66,0.33,0.00,0.00,0.66,0.00,0.00
valid_49_a_1.nii.gz::2,0.00,0.00,0.33,1.00,1.00,0.00,0.00,0.00
valid_49_a_1.nii.gz::3,1.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00
valid_49_a_1.nii.gz::4,1.00,0.33,1.00,1.00,1.00,0.00,1.00,1.00
valid_49_a_1.nii.gz::5,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00
valid_4_a_1.nii.gz::0,1.00,0.00,1.00,0.00,0.00,0.33,0.00,0.00
valid_4_a_1.nii.gz::1,1.00,0.33,0.66,0.00,1.00,1.00,0.66,1.00
valid_4_a_1.nii.gz::2,1.00,1.00,0.66,1.00,1.00,1.00,1.00,0.00
valid_4_a_1.nii.gz::3,0.00,0.66,0.66,0.00,0.00,0.66,0.00,0.33
valid_4_a_1.nii.gz::4,0.00,0.00,0.33,1.00,1.00,0.00,0.00,0.00
valid_4_a_1.nii.gz::5,1.00,0.33,0.00,1.00,1.00,0.00,1.00,1.00
valid_4_a_1.nii.gz::6,0.00,0.66,0.66,0.00,0.00,0.00,0.00,0.00
valid_4_a_1.nii.gz::7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_4_a_1.nii.gz::8,0.00,0.00,0.00,0.66,1.00,0.00,1.00,1.00
valid_4_a_1.nii.gz::9,0.00,0.33,0.00,1.00,0.66,0.00,1.00,1.00
valid_4_b_1.nii.gz::0,0.00,0.66,0.33,0.00,0.00,0.00,0.00,1.00
valid_4_b_1.nii.gz::1,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00
valid_4_b_1.nii.gz::2,0.00,0.00,0.66,0.00,0.00,0.00,0.66,0.00
valid_4_b_1.nii.gz::3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
valid_4_b_1.nii.gz::4,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
valid_4_b_1.nii.gz::5,0.66,0.33,0.00,1.00,0.00,0.00,0.00,1.00
valid_4_b_1.nii.gz::6,0.00,0.66,0.66,0.00,0.00,0.00,0.00,0.00
valid_4_b_1.nii.gz::7,0.00,0.33,0.00,0.00,1.00,0.00,0.00,0.00
valid_4_b_1.nii.gz::8,0.00,0.66,0.33,0.00,0.66,0.66,0.00,0.00
valid_4_b_1.nii.gz::9,0.00,0.33,0.00,0.00,1.00,0.00,0.00,1.00
valid_500_a_1.nii.gz::0,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00
valid_500_a_1.nii.gz::1,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00
valid_500_a_1.nii.gz::2,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00
valid_500_a_1.nii.gz::3,0.00,0.00,0.66,1.00,0.00,0.33,0.00,0.00
valid_500_a_1.nii.gz::4,1.00,0.33,0.00,0.00,0.00,0.66,0.66,0.00
valid_500_a_1.nii.gz::5,1.00,0.66,0.00,0.00,0.00,0.00,1.00,0.00
valid_500_a_1.nii.gz::6,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
valid_500_a_1.nii.gz::7,0.33,0.33,0.33,1.00,1.00,0.00,0.00,1.00
valid_500_a_1.nii.gz::8,0.33,0.66,0.00,0.33,0.00,0.00,0.00,0.00
valid_500_a_1.nii.gz::9,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_500_b_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.66
valid_500_b_1.nii.gz::1,0.00,0.66,0.00,0.00,0.66,0.00,0.00,0.00
valid_500_b_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_500_b_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_500_b_1.nii.gz::4,0.00,0.33,0.00,0.33,0.00,0.33,0.00,0.00
valid_500_b_1.nii.gz::5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
valid_500_b_1.nii.gz::6,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00
valid_500_b_1.nii.gz::7,1.00,0.00,0.00,0.00,0.66,0.33,0.00,0.00
valid_500_b_1.nii.gz::8,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.66
valid_500_c_1.nii.gz::0,0.66,0.33,0.33,0.00,0.00,0.33,1.00,0.00
valid_500_c_1.nii.gz::1,1.00,0.66,0.33,1.00,0.66,0.66,0.00,0.00
valid_500_c_1.nii.gz::2,0.66,0.00,0.66,0.66,0.00,0.00,0.00,0.00
valid_500_c_1.nii.gz::3,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_500_c_1.nii.gz::4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_500_c_1.nii.gz::5,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
valid_500_c_1.nii.gz::6,1.00,0.00,0.00,0.00,0.33,1.00,1.00,0.00
valid_500_c_1.nii.gz::7,1.00,0.00,0.00,0.00,0.00,0.33,1.00,0.00
valid_500_c_1.nii.gz::8,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00
valid_500_c_1.nii.gz::9,0.00,0.66,0.00,0.00,0.33,0.00,0.00,0.00
valid_500_d_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_500_d_1.nii.gz::1,0.00,0.33,0.33,0.00,0.66,0.33,0.00,0.00
valid_500_d_1.nii.gz::2,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_500_d_1.nii.gz::3,1.00,0.00,0.66,0.00,0.00,0.00,0.00,0.33
valid_500_d_1.nii.gz::4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_500_d_1.nii.gz::5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_500_d_1.nii.gz::6,1.00,0.00,0.33,0.33,0.33,0.00,0.33,0.00
valid_500_d_1.nii.gz::7,0.00,0.00,0.33,1.00,1.00,0.33,1.00,0.00
valid_500_d_1.nii.gz::8,1.00,0.33,0.66,1.00,1.00,1.00,1.00,0.33
valid_501_a_1.nii.gz::0,0.00,0.66,0.66,0.00,0.00,0.66,0.00,0.00
valid_501_a_1.nii.gz::1,1.00,0.33,0.33,1.00,1.00,0.00,0.00,0.33
valid_501_a_1.nii.gz::2,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.66
valid_501_a_1.nii.gz::3,1.00,0.66,0.66,1.00,0.00,0.33,0.00,1.00
valid_501_a_1.nii.gz::4,0.66,0.00,0.33,0.33,0.33,1.00,0.00,0.00
valid_501_a_1.nii.gz::5,1.00,0.33,0.33,1.00,1.00,0.66,0.00,1.00
valid_501_a_1.nii.gz::6,1.00,1.00,0.33,1.00,1.00,1.00,1.00,0.66
